1, 7.77708
11, 7.36831
21, 7.20955
31, 7.06286
41, 7.12931
51, 7.18731
61, 7.07317
71, 7.12018
81, 7.18018
91, 7.10972
101, 7.19902
111, 7.15144
121, 7.2122
131, 7.19624
141, 7.13177
151, 7.18467
161, 7.1838
171, 7.09119
181, 7.13775
191, 7.13004
201, 7.12479
211, 7.08878
221, 7.15644
231, 7.18984
241, 7.18622
251, 7.18947
261, 7.1782
271, 7.12744
281, 7.15326
291, 7.16269
301, 7.20488
311, 7.15689
321, 7.14671
331, 7.0969
341, 7.16046
351, 7.14417
361, 7.12919
371, 7.16197
381, 7.17401
391, 7.08404
401, 7.15382
411, 7.11065
421, 7.1611
431, 7.15632
441, 7.18717
451, 7.1532
461, 7.21564
471, 7.16523
481, 7.12295
491, 7.14686
501, 7.11425
511, 7.19845
521, 7.19706
531, 7.17392
541, 7.12676
551, 7.20662
561, 7.15761
571, 7.15892
581, 7.14724
591, 7.16357
601, 7.17821
611, 7.18779
621, 7.11107
631, 7.14241
641, 7.17562
651, 7.1506
661, 7.1488
671, 7.14901
681, 7.18869
691, 7.14818
701, 7.15749
711, 7.12626
721, 7.16416
731, 7.18496
741, 7.12585
751, 7.2
761, 7.20107
771, 7.13227
781, 7.15754
791, 7.1686
801, 7.15787
811, 7.16039
821, 7.16981
831, 7.13362
841, 7.14937
851, 7.15579
861, 7.16262
871, 7.20533
881, 7.1534
891, 7.13665
901, 7.13826
911, 7.16924
921, 7.13966
931, 7.13976
941, 7.14929
951, 7.15992
961, 7.15803
971, 7.16857
981, 7.16962
991, 7.15365
